Conventions,G,BADC-CSV,1,,,,,,,,,,,,,,,,,,
16/02/2023 21:00,DCNN,4206,12,1,NCM,556,1011,12.6,7.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,16/02/2023 21:02,0
17/02/2023 09:00,DCNN,4206,12,1,NCM,556,1011,11.7,9.8,8,7.8,6,6,6,6,NA,NA,NA,NA,17/02/2023 09:04,0
17/02/2023 21:00,DCNN,4206,12,1,NCM,556,1011,14.1,9.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,17/02/2023 21:03,0
18/02/2023 09:00,DCNN,4206,12,1,NCM,556,1011,11.3,9.6,8,8.6,6,6,6,6,NA,NA,NA,NA,18/02/2023 09:04,0
18/02/2023 21:00,DCNN,4206,12,1,NCM,556,1011,13.6,10.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,18/02/2023 21:03,0
19/02/2023 09:00,DCNN,4206,12,1,NCM,556,1011,10.6,5.7,3.3,3.5,6,6,6,6,NA,NA,NA,NA,19/02/2023 09:04,0
19/02/2023 21:00,DCNN,4206,12,1,NCM,556,1011,11.9,6.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,19/02/2023 21:03,0
20/02/2023 09:00,DCNN,4206,12,1,NCM,556,1011,10.3,7.6,6.5,6.4,6,6,6,6,NA,NA,NA,NA,20/02/2023 09:04,0
20/02/2023 21:00,DCNN,4206,12,1,NCM,556,1011,14.4,10,NA,NA,6,6,NA,NA,NA,NA,NA,NA,20/02/2023 21:02,0
21/02/2023 09:00,DCNN,4206,12,1,NCM,556,1011,10.2,8,6.3,6.5,6,6,6,6,NA,NA,NA,NA,21/02/2023 09:04,0
21/02/2023 21:00,DCNN,4206,12,1,NCM,556,1011,11.4,7.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,21/02/2023 21:03,0
22/02/2023 09:00,DCNN,4206,12,1,NCM,556,1011,7.6,5.6,4.9,5.3,6,6,6,6,NA,NA,NA,NA,22/02/2023 09:04,0
22/02/2023 21:00,DCNN,4206,12,1,NCM,556,1011,9.2,5.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,22/02/2023 21:03,0
23/02/2023 09:00,DCNN,4206,12,1,NCM,556,1011,5.3,3.1,1.1,1.2,6,6,6,6,NA,NA,NA,NA,23/02/2023 09:04,0
23/02/2023 21:00,DCNN,4206,12,1,NCM,556,1011,8.1,2.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,23/02/2023 21:03,0
24/02/2023 09:00,DCNN,4206,12,1,NCM,556,1011,8.1,1.8,-4.6,-0.9,6,6,6,6,NA,NA,NA,NA,24/02/2023 09:04,0
24/02/2023 21:00,DCNN,4206,12,1,NCM,556,1011,10.8,4.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,24/02/2023 21:03,0
25/02/2023 09:00,DCNN,4206,12,1,NCM,556,1011,4.5,2.4,0,0.3,6,6,6,6,NA,NA,NA,NA,25/02/2023 09:04,0
25/02/2023 21:00,DCNN,4206,12,1,NCM,556,1011,6.7,2.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,25/02/2023 21:03,0
26/02/2023 09:00,DCNN,4206,12,1,NCM,556,1011,4.1,1.9,-3.2,-1.2,6,6,6,6,NA,NA,NA,NA,26/02/2023 09:03,0
26/02/2023 21:00,DCNN,4206,12,1,NCM,556,1011,8.3,1.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,26/02/2023 21:03,0
27/02/2023 09:00,DCNN,4206,12,1,NCM,556,1011,4.3,1.1,-5.8,-3,6,6,6,6,NA,NA,NA,NA,27/02/2023 09:03,0
27/02/2023 21:00,DCNN,4206,12,1,NCM,556,1011,7.7,4.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,27/02/2023 21:02,0
28/02/2023 09:00,DCNN,4206,12,1,NCM,556,1011,5.1,3.8,1.6,2,6,6,6,6,NA,NA,NA,NA,28/02/2023 09:03,0
28/02/2023 21:00,DCNN,4206,12,1,NCM,556,1011,8.4,4.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,28/02/2023 21:02,0
01/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,4.8,3.4,1,1.6,6,6,6,6,NA,NA,NA,NA,01/03/2023 09:03,0
01/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,8,4.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,01/03/2023 21:03,0
02/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,4.6,3,2.2,2.6,6,6,6,6,NA,NA,NA,NA,02/03/2023 09:05,0
02/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,6.3,3.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,02/03/2023 21:03,0
03/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,4.4,2.7,2.2,2.8,6,6,6,6,NA,NA,NA,NA,03/03/2023 09:04,0
03/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,6.4,3.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,03/03/2023 21:03,0
04/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,5,3.1,2.5,3.1,6,6,6,6,NA,NA,NA,NA,04/03/2023 09:04,0
04/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,5.8,3.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,04/03/2023 21:02,0
05/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,3.3,2,1.4,1.9,6,6,6,6,NA,NA,NA,NA,05/03/2023 09:04,0
05/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,4.4,3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,05/03/2023 21:04,0
06/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,4.7,-0.8,-7.8,-3.7,6,6,6,6,NA,NA,NA,NA,06/03/2023 09:04,0
06/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,7.5,3.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,06/03/2023 21:03,0
07/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,3.6,-0.2,-4.1,-1.7,6,6,6,6,NA,NA,NA,NA,07/03/2023 09:05,0
07/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,5.9,-0.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,07/03/2023 21:02,0
08/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,0,-3.5,-9.8,-6.5,6,6,6,6,NA,NA,NA,NA,08/03/2023 09:04,0
08/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,3.7,0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,08/03/2023 21:03,0
09/03/2023 09:00,DCNN,4206,12,1,NCM,556,1022,0.4,-0.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,12/03/2023 20:02,0
09/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,0.8,0.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,09/03/2023 21:03,0
10/03/2023 09:00,DCNN,4206,12,1,NCM,556,1022,0.6,-0.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,12/03/2023 20:02,0
10/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,4.5,-1.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,10/03/2023 21:03,0
11/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,0.6,-4.6,-7,-3.6,6,6,6,6,NA,NA,NA,NA,11/03/2023 09:05,0
11/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,6.7,0.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,11/03/2023 21:03,0
12/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,8.2,1.7,0.5,1.2,6,6,6,6,NA,NA,NA,NA,12/03/2023 09:07,0
12/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,12.9,8.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,12/03/2023 21:03,0
13/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,11.9,9.5,8.4,8.5,6,6,6,6,NA,NA,NA,NA,13/03/2023 09:03,166
13/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,12.8,9.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,13/03/2023 21:03,0
14/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,9.3,1.8,0.6,1.5,6,6,6,6,NA,NA,NA,NA,14/03/2023 09:05,0
14/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,6.7,1.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,14/03/2023 21:03,0
15/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,1.7,-3.7,-9.5,-6,6,6,6,6,NA,NA,NA,NA,15/03/2023 09:05,0
15/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,6,-0.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,15/03/2023 21:03,0
16/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,9.7,5.2,4.1,4.6,6,6,6,6,NA,NA,NA,NA,16/03/2023 09:05,0
16/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,11.8,9.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,16/03/2023 21:03,0
17/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,10,7.4,4.3,4.3,6,6,6,6,NA,NA,NA,NA,17/03/2023 09:05,0
17/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,15.5,9.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,17/03/2023 21:03,0
18/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,10.5,7.7,4.2,4.8,6,6,6,6,NA,NA,NA,NA,18/03/2023 09:04,0
18/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,13.8,9.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,18/03/2023 21:03,0
19/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,9.4,5.1,2.5,2.6,6,6,6,6,NA,NA,NA,NA,19/03/2023 09:04,0
19/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,11.1,7.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,19/03/2023 21:03,0
20/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,8.5,5.7,5.3,5.7,6,6,6,6,NA,NA,NA,NA,20/03/2023 09:04,0
20/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,14.8,8.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,20/03/2023 21:03,0
21/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,11.1,8.8,8.3,8.6,6,6,6,6,NA,NA,NA,NA,21/03/2023 09:03,0
21/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,14.1,9.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,21/03/2023 21:04,0
22/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,10.6,8.8,6.6,6.6,6,6,6,6,NA,NA,NA,NA,22/03/2023 09:07,0
22/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,14.5,9.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,22/03/2023 21:03,0
23/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,10.1,5.6,3.4,3.4,6,6,6,6,NA,NA,NA,NA,23/03/2023 09:05,0
23/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,14.7,7.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,23/03/2023 21:03,0
24/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,9.1,5.4,3.3,3,6,6,6,6,NA,NA,NA,NA,24/03/2023 09:05,0
24/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,13.3,8.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,24/03/2023 21:03,0
25/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,9.2,7.1,5.4,5.1,6,6,6,6,NA,NA,NA,NA,25/03/2023 09:05,0
25/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,12,5.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,25/03/2023 21:04,0
26/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,6.2,3.7,-2,1.1,6,6,6,6,NA,NA,NA,NA,26/03/2023 09:06,0
26/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,8.4,4.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,26/03/2023 21:03,0
27/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,4.9,1.4,-2.5,-0.7,6,6,6,6,NA,NA,NA,NA,27/03/2023 09:05,0
27/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,9.7,4.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,27/03/2023 21:03,0
28/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,5.2,4.2,-3.3,2.1,6,6,6,6,NA,NA,NA,NA,28/03/2023 09:05,0
28/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,8,5.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,28/03/2023 21:03,0
29/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,11.2,7.6,5.8,5.8,6,6,6,6,NA,NA,NA,NA,29/03/2023 09:06,0
29/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,14,10.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,29/03/2023 21:03,0
30/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,11.3,8.9,7.3,7.4,6,6,6,6,NA,NA,NA,NA,30/03/2023 09:05,0
30/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,15,9.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,30/03/2023 21:03,0
31/03/2023 09:00,DCNN,4206,12,1,NCM,556,1011,10.6,8.9,6.8,7.9,6,6,6,6,NA,NA,NA,NA,31/03/2023 09:07,0
31/03/2023 21:00,DCNN,4206,12,1,NCM,556,1011,12.3,8.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,31/03/2023 21:04,0
01/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,8.6,6,5.4,6,6,6,6,6,NA,NA,NA,NA,01/04/2023 09:07,0
01/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,9.1,6.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,01/04/2023 21:04,0
02/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,7,5.1,4.6,5,6,6,6,6,NA,NA,NA,NA,02/04/2023 09:06,0
02/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,10.6,3.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,02/04/2023 21:05,0
03/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,6.8,-1.5,-8.8,-4.8,6,6,6,6,NA,NA,NA,NA,03/04/2023 09:07,0
03/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,12.2,5.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,03/04/2023 21:04,0
04/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,7.1,-2.7,-9.6,-5.4,6,6,6,6,NA,NA,NA,NA,04/04/2023 09:05,45
04/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,13.7,6.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,04/04/2023 21:02,238
05/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,9.6,5.7,2.8,5.2,6,6,6,6,NA,NA,NA,NA,05/04/2023 09:06,0
05/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,8.8,7.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,05/04/2023 21:04,0
06/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,9.6,8.3,8,8.3,6,6,6,6,NA,NA,NA,NA,06/04/2023 09:05,0
06/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,13.1,7.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,06/04/2023 21:03,0
07/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,9.3,3.3,-1.4,-0.2,6,6,6,6,NA,NA,NA,NA,07/04/2023 09:05,0
07/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,14.6,6.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,07/04/2023 21:03,0
08/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,8.5,1.3,-5.6,-1.9,6,6,6,6,NA,NA,NA,NA,08/04/2023 09:05,0
08/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,15.4,7.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,08/04/2023 21:03,0
09/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,7.6,4,-0.4,2.6,6,6,6,6,NA,NA,NA,NA,09/04/2023 09:06,0
09/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,15.1,7.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,09/04/2023 21:03,0
10/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,11.7,8.4,7.9,8.3,6,6,6,6,NA,NA,NA,NA,10/04/2023 09:05,0
10/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,13.3,7.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,10/04/2023 21:03,0
11/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,8.9,4.4,1.6,1.6,6,6,6,6,NA,NA,NA,NA,11/04/2023 09:05,0
11/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,12.7,6.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,11/04/2023 21:03,0
12/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,8.3,2.4,0.1,0.6,6,6,6,6,NA,NA,NA,NA,12/04/2023 09:05,0
12/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,8.3,5.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,12/04/2023 21:03,0
13/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,7.9,4.7,3.3,3.5,6,6,6,6,NA,NA,NA,NA,13/04/2023 09:06,0
13/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,12,5.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,13/04/2023 21:03,0
14/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,5.8,0.2,-5.6,-2.7,6,6,6,6,NA,NA,NA,NA,14/04/2023 09:05,0
14/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,9.7,5.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,14/04/2023 21:03,0
15/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,7.6,5.2,3.8,4.6,6,6,6,6,NA,NA,NA,NA,15/04/2023 09:05,0
15/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,13.9,7.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,15/04/2023 21:03,0
16/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,10.3,5,-0.8,2.8,6,6,6,6,NA,NA,NA,NA,16/04/2023 09:05,0
16/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,12.3,9.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,16/04/2023 21:03,0
17/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,11.4,7.6,1.9,5.7,6,6,6,6,NA,NA,NA,NA,17/04/2023 09:05,0
17/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,16,6.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,17/04/2023 21:03,0
18/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,9.6,6.1,4,5.7,6,6,6,6,NA,NA,NA,NA,18/04/2023 09:05,0
18/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,14.3,7.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,18/04/2023 21:03,0
19/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,9.5,5.6,3.9,4.7,6,6,6,6,NA,NA,NA,NA,19/04/2023 09:04,0
19/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,15.3,6.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,19/04/2023 21:04,0
20/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,10.4,3.6,1.2,1.6,6,6,6,6,NA,NA,NA,NA,20/04/2023 09:07,0
20/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,14.4,7.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,20/04/2023 21:04,0
21/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,8,6.7,5.5,6.8,6,6,6,6,NA,NA,NA,NA,21/04/2023 09:08,0
21/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,12.5,7.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,21/04/2023 21:04,0
22/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,9.8,6.5,5.9,6.8,6,6,6,6,NA,NA,NA,NA,22/04/2023 09:07,0
22/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,12.7,9.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,22/04/2023 21:04,0
23/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,10.1,7.2,6.4,7.8,6,6,6,6,NA,NA,NA,NA,23/04/2023 09:07,0
23/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,10.6,7.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,23/04/2023 21:04,0
24/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,8.6,4.2,0.1,2.1,6,6,6,6,NA,NA,NA,NA,24/04/2023 09:07,0
24/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,10.5,4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,24/04/2023 21:04,0
25/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,6.9,-0.3,-4.1,-2.1,6,6,6,6,NA,NA,NA,NA,25/04/2023 09:07,0
25/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,11.7,5.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,25/04/2023 21:05,0
26/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,8.3,2.3,-1.5,2.2,6,6,6,6,NA,NA,NA,NA,26/04/2023 09:07,0
26/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,12.5,6.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,26/04/2023 21:04,0
27/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,10.5,2.1,-3.9,-0.2,6,6,6,6,NA,NA,NA,NA,27/04/2023 09:08,0
27/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,11.5,6.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,27/04/2023 21:04,0
28/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,9.7,6.5,6.3,6.9,6,6,6,6,NA,NA,NA,NA,28/04/2023 09:07,0
28/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,12.4,7.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,28/04/2023 21:04,0
29/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,13.5,5.8,-0.5,3,6,6,6,6,NA,NA,NA,NA,29/04/2023 09:07,0
29/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,18.9,11.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,29/04/2023 21:03,0
30/04/2023 09:00,DCNN,4206,12,1,NCM,556,1011,13.6,10.5,9.4,10.7,6,6,6,6,NA,NA,NA,NA,30/04/2023 09:07,0
30/04/2023 21:00,DCNN,4206,12,1,NCM,556,1011,16.4,11.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,30/04/2023 21:05,0
01/05/2023 09:00,DCNN,4206,12,1,NCM,556,1011,12.7,9.1,7.6,8.2,6,6,6,6,NA,NA,NA,NA,01/05/2023 09:07,0
01/05/2023 21:00,DCNN,4206,12,1,NCM,556,1011,16.8,11.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,01/05/2023 21:04,0
02/05/2023 09:00,DCNN,4206,12,1,NCM,556,1011,11.5,7.7,7.5,8.7,6,6,6,6,NA,NA,NA,NA,02/05/2023 09:07,0
02/05/2023 21:00,DCNN,4206,12,1,NCM,556,1011,13.9,8.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,02/05/2023 21:04,0
03/05/2023 09:00,DCNN,4206,12,1,NCM,556,1011,11.6,3.4,-2.5,1.6,6,6,6,6,NA,NA,NA,NA,03/05/2023 09:07,0
03/05/2023 21:00,DCNN,4206,12,1,NCM,556,1011,14.7,7.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,03/05/2023 21:04,0
04/05/2023 09:00,DCNN,4206,12,1,NCM,556,1011,11.7,4.9,2.9,5,6,6,6,6,NA,NA,NA,NA,04/05/2023 09:08,0
04/05/2023 21:00,DCNN,4206,12,1,NCM,556,1011,15.8,9.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,04/05/2023 21:05,0
05/05/2023 09:00,DCNN,4206,12,1,NCM,556,1011,14.3,9.6,8.5,10.8,6,6,6,6,NA,NA,NA,NA,05/05/2023 09:08,0
05/05/2023 21:00,DCNN,4206,12,1,NCM,556,1011,19.7,12.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,05/05/2023 21:05,0
06/05/2023 09:00,DCNN,4206,12,1,NCM,556,1011,13.8,9.8,5.9,9.2,6,6,6,6,NA,NA,NA,NA,06/05/2023 09:07,0
06/05/2023 21:00,DCNN,4206,12,1,NCM,556,1011,15.5,13.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,06/05/2023 21:05,0
07/05/2023 09:00,DCNN,4206,12,1,NCM,556,1011,15.2,12.8,12.4,13.2,6,6,6,6,NA,NA,NA,NA,07/05/2023 09:07,0
