ob_end_time,id_type,id,ob_hour_count,version_num,met_domain_name,src_id,rec_st_ind,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,max_air_temp_q,min_air_temp_q,min_grss_temp_q,min_conc_temp_q,max_air_temp_j,min_air_temp_j,min_grss_temp_j,min_conc_temp_j,meto_stmp_time,midas_stmp_etime
26/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,18.1,13.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,26/05/2022 21:06,0
27/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13.5,7.7,3.2,6.1,6,6,6,6,NA,NA,NA,NA,27/05/2022 09:07,0
27/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,16.4,10.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,27/05/2022 21:07,0
28/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13.5,6.8,4.1,5.8,6,6,6,6,NA,NA,NA,NA,28/05/2022 09:08,0
28/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,17.2,9.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,28/05/2022 21:07,0
29/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,12.8,7,1.1,6.7,6,6,6,6,NA,NA,NA,NA,29/05/2022 09:05,0
29/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.1,6.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,29/05/2022 21:06,0
30/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11.3,5.7,-0.4,7,6,6,6,6,NA,NA,NA,NA,30/05/2022 09:09,0
30/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,14.2,8.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,30/05/2022 21:06,0
31/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,10.2,8.4,7.6,9.6,6,6,6,6,NA,NA,NA,NA,31/05/2022 09:07,0
31/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.6,9.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,31/05/2022 21:06,0
01/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.2,6.9,4,6.9,6,6,6,6,NA,NA,NA,NA,01/06/2022 09:09,0
01/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,16.9,9.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,01/06/2022 21:07,0
02/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16,5.9,-0.1,4.7,6,6,6,6,NA,NA,NA,NA,02/06/2022 09:06,0
02/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,20.8,14,NA,NA,6,6,NA,NA,NA,NA,NA,NA,02/06/2022 21:06,0
03/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.3,9.6,7.8,10.9,6,6,6,6,NA,NA,NA,NA,03/06/2022 09:06,0
03/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,19.3,12.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,03/06/2022 21:06,0
04/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13.1,10.1,9.4,11.3,6,6,6,6,NA,NA,NA,NA,04/06/2022 09:09,0
04/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.7,10.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,04/06/2022 21:07,0
05/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,10.5,8.7,8.4,9.8,6,6,6,6,NA,NA,NA,NA,05/06/2022 09:08,0
05/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,10.9,9.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,05/06/2022 21:07,0
06/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,10.7,9,8.9,10.2,6,6,6,6,NA,NA,NA,NA,06/06/2022 09:08,0
06/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,13.5,10.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,06/06/2022 21:06,0
07/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16,9.9,8.4,10.2,6,6,6,6,NA,NA,NA,NA,07/06/2022 09:08,0
07/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,20.8,14.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,07/06/2022 21:07,0
08/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16.6,13.2,12.5,14.1,6,6,6,6,NA,NA,NA,NA,08/06/2022 09:06,0
08/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,19.5,14.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,08/06/2022 21:07,0
09/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.7,9.2,7.4,8.5,6,6,6,6,NA,NA,NA,NA,09/06/2022 09:09,0
09/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,17.6,14.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,09/06/2022 21:06,0
10/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,17.1,11.2,9.1,9.8,6,6,6,6,NA,NA,NA,NA,10/06/2022 09:09,0
10/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,21.7,15.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,10/06/2022 21:07,0
11/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16.6,10.8,8.5,9.7,6,6,6,6,NA,NA,NA,NA,11/06/2022 09:08,0
11/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,19.4,14.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,11/06/2022 21:07,0
12/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.3,10.6,8,9.5,6,6,6,6,NA,NA,NA,NA,12/06/2022 09:08,0
12/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,18.7,13.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,12/06/2022 21:07,0
13/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.1,8.6,3.1,7.5,6,6,6,6,NA,NA,NA,NA,13/06/2022 09:09,0
13/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,16.7,13.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,13/06/2022 21:07,0
14/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,17.5,10.4,5.9,10.8,6,6,6,6,NA,NA,NA,NA,14/06/2022 09:08,0
14/06/2022 21:00,DCNN,4206,12,1,NCM,556,1022,21.8,16.2,NA,NA,2006,2006,NA,NA,NA,NA,NA,NA,16/06/2022 09:57,0
15/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,18.7,9,4.2,9,6,6,6,6,NA,NA,NA,NA,15/06/2022 09:09,0
15/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,24.3,17.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,15/06/2022 21:07,0
16/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,19.9,12.3,7.1,10.9,6,6,6,6,NA,NA,NA,NA,16/06/2022 09:09,0
16/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,25.9,19.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,16/06/2022 21:07,0
17/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,22.4,17.1,14.5,16.6,6,6,6,6,NA,NA,NA,NA,17/06/2022 09:08,0
17/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,30.7,19.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,17/06/2022 21:06,0
18/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,19.2,13.8,14.7,17.1,6,6,6,6,NA,NA,NA,NA,18/06/2022 09:09,0
18/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,14.8,9.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,18/06/2022 21:07,0
19/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15,7.2,4.5,6.5,6,6,6,6,NA,NA,NA,NA,19/06/2022 09:08,0
19/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,19.1,13.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,19/06/2022 21:07,0
20/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.7,9.2,3.8,8.8,6,6,6,6,NA,NA,NA,NA,20/06/2022 09:07,0
20/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,21.3,15.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,20/06/2022 21:07,0
21/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,18.9,9.4,2.6,9,6,6,6,6,NA,NA,NA,NA,21/06/2022 09:08,0
21/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,25,18.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,21/06/2022 21:07,0
22/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,21.3,12.5,7.6,12.2,6,6,6,6,NA,NA,NA,NA,22/06/2022 09:08,0
22/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,26.3,19.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,22/06/2022 21:07,0
23/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,23.6,12.7,8.3,12.7,6,6,6,6,NA,NA,NA,NA,23/06/2022 09:07,0
23/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,26.6,16.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,23/06/2022 21:08,0
24/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,17,12.1,7.6,11.1,6,6,6,6,NA,NA,NA,NA,24/06/2022 09:08,0
24/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,21.4,16.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,24/06/2022 21:04,0
25/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,17.1,11.3,9.2,10.4,6,6,6,6,NA,NA,NA,NA,25/06/2022 09:07,0
25/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,20.5,14.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,25/06/2022 21:07,0
26/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16,9.9,7.9,9.2,6,6,6,6,NA,NA,NA,NA,26/06/2022 09:08,0
26/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,20.9,15.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,26/06/2022 21:07,0
27/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16.2,10.9,9,10.4,6,6,6,6,NA,NA,NA,NA,27/06/2022 09:09,0
27/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,19.2,11.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,27/06/2022 21:07,0
28/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.3,9.8,3.4,9.3,6,6,6,6,NA,NA,NA,NA,28/06/2022 09:07,0
28/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,21.3,15.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,28/06/2022 21:08,0
29/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16.7,12.2,11.7,13.5,6,6,6,6,NA,NA,NA,NA,29/06/2022 09:09,0
29/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,21.8,15.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,29/06/2022 21:08,0
30/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,17.3,12.9,9.9,13.7,6,6,6,6,NA,NA,NA,NA,30/06/2022 09:06,0
30/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,20.1,12,NA,NA,6,6,NA,NA,NA,NA,NA,NA,30/06/2022 21:06,0
01/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15,10.8,9.7,10.8,6,6,6,6,NA,NA,NA,NA,01/07/2022 09:08,0
01/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,17.8,13.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,01/07/2022 21:05,0
02/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.2,11.3,9.6,10.1,6,6,6,6,NA,NA,NA,NA,02/07/2022 09:09,0
02/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,18.7,14.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,02/07/2022 21:07,0
03/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.2,9.7,6,8.6,6,6,6,6,NA,NA,NA,NA,03/07/2022 09:09,0
03/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,19.4,14,NA,NA,6,6,NA,NA,NA,NA,NA,NA,03/07/2022 21:07,0
04/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.8,9.6,3.7,9.7,6,6,6,6,NA,NA,NA,NA,04/07/2022 09:09,0
04/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,19.6,13.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,04/07/2022 21:08,0
05/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.2,9.9,5,9.2,6,6,6,6,NA,NA,NA,NA,05/07/2022 09:09,0
05/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,20.8,14,NA,NA,6,6,NA,NA,NA,NA,NA,NA,05/07/2022 21:07,0
06/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16.5,13,10.5,13.3,6,6,6,6,NA,NA,NA,NA,06/07/2022 09:09,0
06/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,20.6,15.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,06/07/2022 21:03,0
07/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,17.1,13,11.5,12.8,6,6,6,6,NA,NA,NA,NA,07/07/2022 09:14,0
07/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,24,16.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,07/07/2022 21:07,0
08/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,21.3,13.4,11.6,12.5,6,6,6,6,NA,NA,NA,NA,08/07/2022 09:08,0
08/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,24.6,17.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,08/07/2022 21:07,0
09/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,19,14.1,11.5,14,6,6,6,6,NA,NA,NA,NA,09/07/2022 09:07,0
09/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,24.5,17.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,09/07/2022 21:07,0
10/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,20.8,12.6,10.5,12.5,6,6,6,6,NA,NA,NA,NA,10/07/2022 09:05,0
10/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,28.8,20.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,10/07/2022 21:07,0
11/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,24.4,13.5,8.2,13,6,6,6,6,NA,NA,NA,NA,11/07/2022 09:08,0
11/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,30.5,23.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,11/07/2022 21:07,0
12/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,24.2,19.7,18,19.3,6,6,6,6,NA,NA,NA,NA,12/07/2022 09:07,0
12/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,26.4,22.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,12/07/2022 21:07,0
13/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,22.1,14.9,9.3,13.4,6,6,6,6,NA,NA,NA,NA,13/07/2022 09:09,0
13/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,23.8,16.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,13/07/2022 21:08,0
14/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,18.5,10.5,5.1,10.3,6,6,6,6,NA,NA,NA,NA,14/07/2022 09:09,0
14/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,21.7,15.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,14/07/2022 21:08,0
15/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16,11.4,7.5,11,6,6,6,6,NA,NA,NA,NA,15/07/2022 09:09,0
15/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,22.4,15.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,15/07/2022 21:08,0
16/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,18.5,10.3,5,9.5,6,6,6,6,NA,NA,NA,NA,16/07/2022 09:09,0
16/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,26.3,17.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,16/07/2022 21:07,0
17/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,23.4,14.5,9,14.4,6,6,6,6,NA,NA,NA,NA,17/07/2022 09:09,0
17/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,30.6,23.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,17/07/2022 21:08,0
18/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,26.2,15.9,11,15.5,6,6,6,6,NA,NA,NA,NA,18/07/2022 09:09,0
18/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,36.3,26,NA,NA,6,6,NA,NA,NA,NA,NA,NA,18/07/2022 21:07,0
19/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,31.8,19.5,13.7,17.6,6,6,6,6,NA,NA,NA,NA,19/07/2022 09:09,0
19/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,39.8,29.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,19/07/2022 21:08,0
20/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,30.4,20.3,16.1,19.5,6,6,6,6,NA,NA,NA,NA,20/07/2022 09:09,0
20/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,25.8,18.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,20/07/2022 21:08,0
21/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,18.3,15.1,14.9,16.8,6,6,6,6,NA,NA,NA,NA,21/07/2022 09:09,0
21/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,19.9,15.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,21/07/2022 21:08,0
22/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,17.4,14.7,13.8,15.1,6,6,6,6,NA,NA,NA,NA,22/07/2022 09:10,0
22/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,20.3,14,NA,NA,6,6,NA,NA,NA,NA,NA,NA,22/07/2022 21:08,0
23/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,17.3,14.5,12.4,14.7,6,6,6,6,NA,NA,NA,NA,23/07/2022 09:09,0
23/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,22.3,16.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,23/07/2022 21:07,0
24/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,19.7,16.3,15.8,16.6,6,6,6,6,NA,NA,NA,NA,24/07/2022 09:08,0
24/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,23.3,18,NA,NA,6,6,NA,NA,NA,NA,NA,NA,24/07/2022 21:08,0
25/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,18,15.6,14.5,14.8,6,6,6,6,NA,NA,NA,NA,25/07/2022 09:09,0
25/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,21.5,15.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,25/07/2022 21:08,0
26/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.3,12.9,12.2,14,6,6,6,6,NA,NA,NA,NA,26/07/2022 09:09,0
26/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,21,14.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,26/07/2022 21:08,0
27/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,17.9,9.4,4.3,8.6,6,6,6,6,NA,NA,NA,NA,27/07/2022 09:09,0
27/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,22.2,17.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,27/07/2022 21:08,0
28/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,17.5,12.7,12.2,13.5,6,6,6,6,NA,NA,NA,NA,28/07/2022 09:09,0
28/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,21.6,15.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,28/07/2022 21:08,0
29/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,18.3,14.6,14,14.8,6,6,6,6,NA,NA,NA,NA,29/07/2022 09:09,0
29/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,23.8,17.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,29/07/2022 21:08,0
30/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,17.8,14.6,12.3,14.6,6,6,6,6,NA,NA,NA,NA,30/07/2022 09:09,0
30/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,21.7,17.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,30/07/2022 21:09,0
31/07/2022 09:00,DCNN,4206,12,1,NCM,556,1011,18.9,17,16.8,17,6,6,6,6,NA,NA,NA,NA,31/07/2022 09:10,0
31/07/2022 21:00,DCNN,4206,12,1,NCM,556,1011,22.9,17.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,31/07/2022 21:08,0
01/08/2022 09:00,DCNN,4206,12,1,NCM,556,1011,17.5,11.1,9.3,9.8,6,6,6,6,NA,NA,NA,NA,01/08/2022 09:09,0
01/08/2022 21:00,DCNN,4206,12,1,NCM,556,1011,23.8,17.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,01/08/2022 21:06,0
02/08/2022 09:00,DCNN,4206,12,1,NCM,556,1011,21,17.6,16.5,16.8,6,6,6,6,NA,NA,NA,NA,02/08/2022 09:09,0
02/08/2022 21:00,DCNN,4206,12,1,NCM,556,1011,26.6,20.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,02/08/2022 21:07,0
03/08/2022 09:00,DCNN,4206,12,1,NCM,556,1011,21.2,18.3,17.1,17.1,6,6,6,6,NA,NA,NA,NA,03/08/2022 09:09,0
03/08/2022 21:00,DCNN,4206,12,1,NCM,556,1011,24.6,18.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,03/08/2022 21:08,0
04/08/2022 09:00,DCNN,4206,12,1,NCM,556,1011,18.2,13,10,11.4,6,6,6,6,NA,NA,NA,NA,04/08/2022 09:11,0
04/08/2022 21:00,DCNN,4206,12,1,NCM,556,1011,20.9,13.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,04/08/2022 21:07,0
05/08/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.7,11,6.8,9,6,6,6,6,NA,NA,NA,NA,05/08/2022 09:10,0
05/08/2022 21:00,DCNN,4206,12,1,NCM,556,1011,20.2,13.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,05/08/2022 21:08,0
06/08/2022 09:00,DCNN,4206,12,1,NCM,556,1011,17.3,7.9,2.1,5,6,6,6,6,NA,NA,NA,NA,06/08/2022 09:09,0
06/08/2022 21:00,DCNN,4206,12,1,NCM,556,1011,21.2,14.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,06/08/2022 21:07,0
