ob_end_time,id_type,id,ob_hour_count,version_num,met_domain_name,src_id,rec_st_ind,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,max_air_temp_q,min_air_temp_q,min_grss_temp_q,min_conc_temp_q,max_air_temp_j,min_air_temp_j,min_grss_temp_j,min_conc_temp_j,meto_stmp_time,midas_stmp_etime
19/10/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11.1,7.7,5.8,6,6,6,6,6,NA,NA,NA,NA,19/10/2022 09:07,0
19/10/2022 21:00,DCNN,4206,12,1,NCM,556,1011,13.6,11,NA,NA,6,6,NA,NA,NA,NA,NA,NA,19/10/2022 21:06,0
20/10/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11.9,11.3,10,10.2,6,6,6,6,NA,NA,NA,NA,20/10/2022 09:10,0
20/10/2022 21:00,DCNN,4206,12,1,NCM,556,1011,13.1,10.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,20/10/2022 21:07,0
21/10/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11.9,8,5.2,6.9,6,6,6,6,NA,NA,NA,NA,21/10/2022 09:07,0
21/10/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.1,11.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,21/10/2022 21:05,0
22/10/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.2,11,9,8.6,6,6,6,6,NA,NA,NA,NA,22/10/2022 09:07,0
22/10/2022 21:00,DCNN,4206,12,1,NCM,556,1011,16.8,12.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,22/10/2022 21:06,0
23/10/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13.6,12.2,9.6,10.6,6,6,6,6,NA,NA,NA,NA,23/10/2022 09:10,0
23/10/2022 21:00,DCNN,4206,12,1,NCM,556,1011,17.1,12,NA,NA,6,6,NA,NA,NA,NA,NA,NA,23/10/2022 21:06,0
24/10/2022 09:00,DCNN,4206,12,1,NCM,556,1011,12.1,10.6,8.7,9.5,6,6,6,6,NA,NA,NA,NA,24/10/2022 09:09,0
24/10/2022 21:00,DCNN,4206,12,1,NCM,556,1011,16.2,11.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,24/10/2022 21:04,0
25/10/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11.9,9.3,7.6,6.9,6,6,6,6,NA,NA,NA,NA,25/10/2022 09:05,0
25/10/2022 21:00,DCNN,4206,12,1,NCM,556,1011,16.3,10.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,25/10/2022 21:04,0
26/10/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.2,12.7,10.4,10.8,6,6,6,6,NA,NA,NA,NA,26/10/2022 09:09,0
26/10/2022 21:00,DCNN,4206,12,1,NCM,556,1011,18.4,13.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,26/10/2022 21:06,0
27/10/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13.4,11.3,9,8.8,6,6,6,6,NA,NA,NA,NA,27/10/2022 09:07,0
27/10/2022 21:00,DCNN,4206,12,1,NCM,556,1011,17,13.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,27/10/2022 21:07,0
28/10/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16.5,13.1,8.7,9.8,6,6,6,6,NA,NA,NA,NA,28/10/2022 09:07,0
28/10/2022 21:00,DCNN,4206,12,1,NCM,556,1011,16.7,11.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,28/10/2022 21:08,0
29/10/2022 09:00,DCNN,4206,12,1,NCM,556,1011,12,10.4,8.5,8.8,6,6,6,6,NA,NA,NA,NA,29/10/2022 09:05,0
29/10/2022 21:00,DCNN,4206,12,1,NCM,556,1011,19.2,11.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,29/10/2022 21:07,0
30/10/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.3,11.5,8.9,9.1,6,6,6,6,NA,NA,NA,NA,30/10/2022 09:07,0
30/10/2022 21:00,DCNN,4206,12,1,NCM,556,1011,16,11.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,30/10/2022 21:06,0
31/10/2022 09:00,DCNN,4206,12,1,NCM,556,1011,12.2,10.3,8,8.1,6,6,6,6,NA,NA,NA,NA,31/10/2022 09:06,0
31/10/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.2,12,NA,NA,6,6,NA,NA,NA,NA,NA,NA,31/10/2022 21:03,0
01/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13.2,9.7,8.1,8.2,6,6,6,6,NA,NA,NA,NA,01/11/2022 09:10,40
01/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,14,8.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,01/11/2022 21:05,0
02/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,8.6,6.1,3.8,3.7,6,6,6,6,NA,NA,NA,NA,02/11/2022 09:09,0
02/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,13.7,8.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,02/11/2022 21:08,0
03/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,12.2,9.1,8.3,8,6,6,6,6,NA,NA,NA,NA,03/11/2022 09:10,0
03/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,12.6,4.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,03/11/2022 21:07,0
04/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,6.5,4.5,-1,1.6,6,6,6,6,NA,NA,NA,NA,04/11/2022 09:10,0
04/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,12.2,6.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,04/11/2022 21:07,0
05/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,8.7,5.3,1.3,3,6,6,6,6,NA,NA,NA,NA,05/11/2022 09:06,0
05/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,12.4,8.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,05/11/2022 21:04,0
06/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,8.2,4.9,-1,2.5,6,6,6,6,NA,NA,NA,NA,06/11/2022 09:09,0
06/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,11.1,8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,06/11/2022 21:04,0
07/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,10.9,8,6.1,5.6,6,6,6,6,NA,NA,NA,NA,07/11/2022 09:05,0
07/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,13.4,10.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,07/11/2022 21:05,0
08/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.3,8.7,7,6.9,6,6,6,6,NA,NA,NA,NA,08/11/2022 09:05,0
08/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,14.2,9.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,08/11/2022 21:05,0
09/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,9.7,8.7,6.6,6.1,6,6,6,6,NA,NA,NA,NA,09/11/2022 09:06,0
09/11/2022 21:00,DCNN,4206,12,1,NCM,556,1022,13.5,9.6,NA,NA,2006,2006,NA,NA,NA,NA,NA,NA,11/11/2022 11:06,0
10/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,12.8,9,7,6.7,6,6,6,6,NA,NA,NA,NA,10/11/2022 09:09,0
10/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,13.9,12.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,10/11/2022 21:06,0
11/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.8,13.3,11.7,11.4,6,6,6,6,NA,NA,NA,NA,11/11/2022 09:08,0
11/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.6,13.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,11/11/2022 21:05,0
12/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13.3,8.4,4.6,5.3,6,6,6,6,NA,NA,NA,NA,12/11/2022 09:09,0
12/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,14.4,8.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,12/11/2022 21:07,0
13/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,9.8,7.4,2.7,3.8,6,6,6,6,NA,NA,NA,NA,13/11/2022 09:08,0
13/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,11.5,9.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,13/11/2022 21:07,0
14/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11.3,8.6,8.4,8.5,6,6,6,6,NA,NA,NA,NA,14/11/2022 09:08,0
14/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,10.6,8.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,14/11/2022 21:07,0
15/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,10.9,7.5,5.3,5.9,6,6,6,6,NA,NA,NA,NA,15/11/2022 09:08,0
15/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,12.1,8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,15/11/2022 21:05,0
16/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,8.6,3.3,-0.8,1.2,6,6,6,6,NA,NA,NA,NA,16/11/2022 09:05,0
16/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,10,5.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,16/11/2022 21:05,0
17/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,8.8,8.2,6.6,6.8,6,6,6,6,NA,NA,NA,NA,17/11/2022 09:08,0
17/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,8.8,8.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,17/11/2022 21:03,0
18/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,9.4,8.2,7,6.8,6,6,6,6,NA,NA,NA,NA,18/11/2022 09:05,0
18/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,11,7.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,18/11/2022 21:05,0
19/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,8.3,7.2,5.3,5.1,6,6,6,6,NA,NA,NA,NA,19/11/2022 09:05,0
19/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,9.5,6.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,19/11/2022 21:03,0
20/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,6.7,5.7,5.3,5.4,6,6,6,6,NA,NA,NA,NA,20/11/2022 09:05,0
20/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,9.3,3.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,20/11/2022 21:05,0
21/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,4.6,-0.2,-3.9,-1.9,6,6,6,6,NA,NA,NA,NA,21/11/2022 09:05,0
21/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,6.9,3.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,21/11/2022 21:03,0
22/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,7,5.9,5.6,5.7,6,6,6,6,NA,NA,NA,NA,22/11/2022 09:05,45
22/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,9.1,6.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,22/11/2022 21:03,0
23/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,6.8,2.1,-1.9,0,6,6,6,6,NA,NA,NA,NA,23/11/2022 09:04,0
23/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,10.6,6.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,23/11/2022 21:03,0
24/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,7.3,5.1,2.9,2.3,6,6,6,6,NA,NA,NA,NA,24/11/2022 09:04,0
24/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,11.1,6.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,24/11/2022 21:02,0
25/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,8.1,5.3,3.2,2.5,6,6,6,6,NA,NA,NA,NA,25/11/2022 09:05,0
25/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,11.1,5.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,25/11/2022 21:03,0
26/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,8,6.8,4.8,4.5,6,6,6,6,NA,NA,NA,NA,26/11/2022 09:05,0
26/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,11.1,7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,26/11/2022 21:03,0
27/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11.2,9.2,6.7,7.3,6,6,6,6,NA,NA,NA,NA,27/11/2022 09:07,0
27/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,11.3,6.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,27/11/2022 21:03,0
28/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,7.5,4.8,2.8,2.9,6,6,6,6,NA,NA,NA,NA,28/11/2022 09:05,0
28/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,7.2,5.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,28/11/2022 21:03,0
29/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,5.8,4.5,4.6,5.3,6,6,6,6,NA,NA,NA,NA,29/11/2022 09:05,0
29/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,5.1,3.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,29/11/2022 21:02,0
30/11/2022 09:00,DCNN,4206,12,1,NCM,556,1011,3.9,3,3.2,3.9,6,6,6,6,NA,NA,NA,NA,30/11/2022 09:04,0
30/11/2022 21:00,DCNN,4206,12,1,NCM,556,1011,5.7,3.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,30/11/2022 21:02,0
01/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,5.3,4.8,2.3,3.8,6,6,6,6,NA,NA,NA,NA,01/12/2022 09:05,0
01/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,5.3,3.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,01/12/2022 21:03,0
02/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,3.7,2,2,3,6,6,6,6,NA,NA,NA,NA,02/12/2022 09:04,0
02/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,6.4,2.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,02/12/2022 21:03,0
03/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,4.8,3.2,0.9,1,6,6,6,6,NA,NA,NA,NA,03/12/2022 09:05,0
03/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,6.3,3.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,03/12/2022 21:03,0
04/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,4.6,3.1,1.7,2.1,6,6,6,6,NA,NA,NA,NA,04/12/2022 09:04,0
04/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,5.6,3.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,04/12/2022 21:02,0
05/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,4.9,4.1,2.6,2.8,6,6,6,6,NA,NA,NA,NA,05/12/2022 09:04,0
05/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,6.7,3.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,05/12/2022 21:03,0
06/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,4.5,1.9,-1.2,-0.6,6,6,6,6,NA,NA,NA,NA,06/12/2022 09:04,0
06/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,5.7,3.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,06/12/2022 21:03,0
07/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,3.6,0.2,-3.4,-2.8,6,6,6,6,NA,NA,NA,NA,07/12/2022 09:04,0
07/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,5.2,-0.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,07/12/2022 21:02,0
08/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,-0.3,-2.1,-5.6,-5.4,6,6,6,6,NA,NA,NA,NA,08/12/2022 09:04,0
08/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,3.3,-1.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,08/12/2022 21:03,0
09/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,1.1,-2.6,-9.1,-6.7,6,6,6,6,NA,NA,NA,NA,09/12/2022 09:05,0
09/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,3.3,-2.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,09/12/2022 21:03,0
10/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,0.9,-0.9,-2.5,-2.7,6,6,6,6,NA,NA,NA,NA,10/12/2022 09:03,0
10/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,2.8,-2.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,10/12/2022 21:03,0
11/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,0.3,-1,-6.6,-4.5,6,6,6,6,NA,NA,NA,NA,11/12/2022 09:03,0
11/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,1.1,-0.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,11/12/2022 21:02,0
12/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,-0.1,-3.2,-4.1,-2.9,6,6,6,6,NA,NA,NA,NA,12/12/2022 09:04,0
12/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,-0.3,-3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,12/12/2022 21:03,0
13/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,0,-0.8,-1.2,-0.4,6,6,6,6,NA,NA,NA,NA,13/12/2022 09:04,0
13/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,-0.3,-3.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,13/12/2022 21:02,0
14/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,-1.1,-4.5,-9.6,-7.7,6,6,6,6,NA,NA,NA,NA,14/12/2022 09:05,0
14/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,1.7,-2.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,14/12/2022 21:03,0
15/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,-2.4,-4.2,-9,-7.1,6,6,6,6,NA,NA,NA,NA,15/12/2022 09:04,0
15/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,3.5,-3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,15/12/2022 21:02,0
16/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,0.7,-4.9,-12,-8.8,6,6,6,6,NA,NA,NA,NA,16/12/2022 09:04,0
16/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,2.9,-3.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,16/12/2022 21:02,0
17/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,-1.5,-4.9,-11.5,-8.5,6,6,6,6,NA,NA,NA,NA,17/12/2022 09:04,0
17/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,3.4,-1.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,17/12/2022 21:03,0
18/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,1.6,-3.4,-10.1,-7.3,6,6,6,6,NA,NA,NA,NA,18/12/2022 09:04,0
18/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,5.6,-1.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,18/12/2022 21:02,0
19/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,12.4,5.6,2.7,2.2,6,6,6,6,NA,NA,NA,NA,19/12/2022 09:04,0
19/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,13.6,11.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,19/12/2022 21:03,0
20/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,12.2,5.9,4.1,3.8,6,6,6,6,NA,NA,NA,NA,20/12/2022 09:04,0
20/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,9.3,5.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,20/12/2022 21:03,0
21/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,7,5.1,2.2,2,6,6,6,6,NA,NA,NA,NA,21/12/2022 09:04,0
21/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,8.9,4.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,21/12/2022 21:03,0
22/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,5,3.2,-1,0,6,6,6,6,NA,NA,NA,NA,22/12/2022 09:04,0
22/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,7,5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,22/12/2022 21:03,0
23/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,6,5.2,4.6,4.9,6,6,6,6,NA,NA,NA,NA,23/12/2022 09:04,0
23/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,7.5,5.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,23/12/2022 21:03,0
24/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,7.5,4.5,1.1,0.6,6,6,6,6,NA,NA,NA,NA,24/12/2022 09:04,0
24/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,9,4.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,24/12/2022 21:03,0
25/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,9.1,7.4,5.3,4.5,6,6,6,6,NA,NA,NA,NA,25/12/2022 09:03,0
25/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,10.7,7.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,25/12/2022 21:03,0
26/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,8.3,1.7,-0.5,-0.7,6,6,6,6,NA,NA,NA,NA,26/12/2022 09:04,0
26/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,6.2,1.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,26/12/2022 21:03,0
27/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,3.3,0.9,-3,-2.6,6,6,6,6,NA,NA,NA,NA,27/12/2022 09:04,0
27/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,8.8,3.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,27/12/2022 21:02,0
28/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,8.9,6.1,4.1,4,6,6,6,6,NA,NA,NA,NA,28/12/2022 09:04,0
28/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,10.9,7.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,28/12/2022 21:03,0
29/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,9,5.2,3.2,3.3,6,6,6,6,NA,NA,NA,NA,29/12/2022 09:04,0
29/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,7.9,4.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,29/12/2022 21:02,0
30/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,7.9,3,-0.2,-0.2,6,6,6,6,NA,NA,NA,NA,30/12/2022 09:04,0
30/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,11.7,7.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,30/12/2022 21:03,0
31/12/2022 09:00,DCNN,4206,12,1,NCM,556,1011,9.2,7.9,6.3,5.8,6,6,6,6,NA,NA,NA,NA,31/12/2022 09:04,0
31/12/2022 21:00,DCNN,4206,12,1,NCM,556,1011,10.8,8.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,31/12/2022 21:03,0
end data,,,,,,,,,,,,,,,,,,,,,
